quarter,manufacturer,registrations
2022-01-01,Shinme Electrical Vehicle Pvt Ltd,321
2022-04-01,Shinme Electrical Vehicle Pvt Ltd,175
2022-07-01,Shinme Electrical Vehicle Pvt Ltd,38
2022-10-01,Shinme Electrical Vehicle Pvt Ltd,28
2023-04-01,Shinme Electrical Vehicle Pvt Ltd,126
2023-07-01,Shinme Electrical Vehicle Pvt Ltd,99
2023-10-01,Shinme Electrical Vehicle Pvt Ltd,135
2024-01-01,Shinme Electrical Vehicle Pvt Ltd,60
2024-04-01,Shinme Electrical Vehicle Pvt Ltd,30
2020-01-01,"Shiv Agro ,Agency",20
2020-10-01,"Shiv Agro ,Agency",20
2021-01-01,"Shiv Agro ,Agency",100
2021-04-01,"Shiv Agro ,Agency",38
2021-10-01,"Shiv Agro ,Agency",11
2022-01-01,"Shiv Agro ,Agency",7
2022-07-01,"Shiv Agro ,Agency",10
2019-01-01,"Shiv Agro ,agency",111
2019-10-01,"Shiv Agro ,agency",1
2019-01-01,Shiv Agro Industries,64
2019-04-01,Shiv Agro Industries,70
2019-07-01,Shiv Agro Industries,55
2019-10-01,Shiv Agro Industries,59
2020-01-01,Shiv Agro Industries,1520
2020-04-01,Shiv Agro Industries,988
2020-07-01,Shiv Agro Industries,1284
2020-10-01,Shiv Agro Industries,2518
2021-01-01,Shiv Agro Industries,932
2021-04-01,Shiv Agro Industries,214
2021-07-01,Shiv Agro Industries,284
2021-10-01,Shiv Agro Industries,367
2022-01-01,Shiv Agro Industries,152
2022-04-01,Shiv Agro Industries,181
2022-07-01,Shiv Agro Industries,68
2022-10-01,Shiv Agro Industries,260
2023-01-01,Shiv Agro Industries,102
2023-04-01,Shiv Agro Industries,81
2023-07-01,Shiv Agro Industries,153
2023-10-01,Shiv Agro Industries,153
2024-01-01,Shiv Agro Industries,144
2024-04-01,Shiv Agro Industries,120
2021-01-01,Shiv Agro Industries Yj,21
2021-04-01,Shiv Agro Industries Yj,1
2024-01-01,Shiv Agro Industries Yj,2
2019-01-01,Shiv Om India,82
2019-04-01,Shiv Om India,41
2019-07-01,Shiv Om India,40
2019-10-01,Shiv Om India,45
2020-01-01,Shiv Om India,360
2020-04-01,Shiv Om India,42
2020-07-01,Shiv Om India,119
2020-10-01,Shiv Om India,276
2021-01-01,Shiv Om India,55
2021-07-01,Shiv Om India,32
2021-10-01,Shiv Om India,67
2022-01-01,Shiv Om India,22
2022-04-01,Shiv Om India,89
2022-07-01,Shiv Om India,172
2022-10-01,Shiv Om India,124
2023-01-01,Shiv Om India,45
2023-04-01,Shiv Om India,93
2023-07-01,Shiv Om India,204
2023-10-01,Shiv Om India,249
2024-01-01,Shiv Om India,152
2024-04-01,Shiv Om India,84
2019-01-01,Shiv Prabhu Product,6
2019-07-01,Shiv Prabhu Product,11
2019-10-01,Shiv Prabhu Product,15
2020-01-01,Shiv Prabhu Product,400
2020-04-01,Shiv Prabhu Product,10
2020-07-01,Shiv Prabhu Product,20
2019-01-01,Shiv Sai Eng Works,10
2019-04-01,Shiv Sai Eng Works,15
2019-07-01,Shiv Sai Eng Works,13
2019-10-01,Shiv Sai Eng Works,11
2020-01-01,Shiv Sai Eng Works,119
2020-07-01,Shiv Sai Eng Works,196
2020-10-01,Shiv Sai Eng Works,62
2021-01-01,Shiv Sai Eng Works,16
2021-04-01,Shiv Sai Eng Works,6
2021-07-01,Shiv Sai Eng Works,6
2022-04-01,Shiv Sai Eng Works,5
2022-07-01,Shiv Sai Eng Works,4
2022-10-01,Shiv Sai Eng Works,6
2024-01-01,Shiv Shakti Enterprise,4
2024-04-01,Shiv Shakti Enterprise,6
2019-01-01,Shiv Trailor Industries,16
2019-04-01,Shiv Trailor Industries,18
2019-07-01,Shiv Trailor Industries,9
2019-10-01,Shiv Trailor Industries,24
2020-01-01,Shiv Trailor Industries,20
2020-04-01,Shiv Trailor Industries,1
2020-07-01,Shiv Trailor Industries,20
2020-10-01,Shiv Trailor Industries,1
2021-01-01,Shiv Trailor Industries,15
2021-07-01,Shiv Trailor Industries,28
2021-10-01,Shiv Trailor Industries,19
2024-01-01,Shiva Enterprises,32
2024-04-01,Shiva Enterprises,30
2019-10-01,Shiva Gayatri Engg Works,15
2020-01-01,Shiva Gayatri Engg Works,220
2020-04-01,Shiva Gayatri Engg Works,46
2020-07-01,Shiva Gayatri Engg Works,60
2020-10-01,Shiva Gayatri Engg Works,1
2021-01-01,Shiva Shakti Small Scale Industry,1
2021-07-01,Shiva Shakti Small Scale Industry,8
2019-01-01,Shivaji Agro Industries,7
2019-04-01,Shivaji Agro Industries,5
2019-07-01,Shivaji Agro Industries,5
2019-10-01,Shivaji Agro Industries,7
2020-01-01,Shivaji Agro Industries,180
2020-04-01,Shivaji Agro Industries,45
2020-07-01,Shivaji Agro Industries,80
2020-10-01,Shivaji Agro Industries,158
2021-01-01,Shivaji Agro Industries,234
2021-04-01,Shivaji Agro Industries,60
2021-07-01,Shivaji Agro Industries,122
2021-10-01,Shivaji Agro Industries,65
2022-01-01,Shivaji Agro Industries,78
2022-04-01,Shivaji Agro Industries,26
2022-07-01,Shivaji Agro Industries,20
2022-10-01,Shivaji Agro Industries,37
2023-01-01,Shivaji Agro Industries,9
2023-04-01,Shivaji Agro Industries,12
2023-07-01,Shivaji Agro Industries,18
2023-10-01,Shivaji Agro Industries,6
2024-01-01,Shivaji Agro Industries,20
2024-04-01,Shivaji Agro Industries,2
2019-01-01,Shivashakthi Eng Works,15
2019-04-01,Shivashakthi Eng Works,8
2019-07-01,Shivashakthi Eng Works,4
2019-10-01,Shivashakthi Eng Works,4
2020-01-01,Shivashakthi Eng Works,440
2020-04-01,Shivashakthi Eng Works,70
2020-07-01,Shivashakthi Eng Works,380
2020-10-01,Shivashakthi Eng Works,315
2021-01-01,Shivashakthi Eng Works,433
2021-04-01,Shivashakthi Eng Works,161
2021-07-01,Shivashakthi Eng Works,486
2021-10-01,Shivashakthi Eng Works,279
2022-01-01,Shivashakthi Eng Works,427
2022-04-01,Shivashakthi Eng Works,420
2022-07-01,Shivashakthi Eng Works,402
2022-10-01,Shivashakthi Eng Works,413
2023-01-01,Shivashakthi Eng Works,88
2023-04-01,Shivashakthi Eng Works,165
2023-07-01,Shivashakthi Eng Works,219
2023-10-01,Shivashakthi Eng Works,144
2024-01-01,Shivashakthi Eng Works,88
2024-04-01,Shivashakthi Eng Works,18
2024-01-01,Shivganga Ecogreen Llp,6
2019-01-01,Shivkrupa Trailor,2
2019-07-01,Shivkrupa Trailor,1
2019-10-01,Shivkrupa Trailor,1
2020-01-01,Shivkrupa Trailor,60
2020-04-01,Shivkrupa Trailor,1
2020-10-01,Shivkrupa Trailor,153
2021-01-01,Shivkrupa Trailor,94
2021-04-01,Shivkrupa Trailor,8
2021-07-01,Shivkrupa Trailor,22
2021-10-01,Shivkrupa Trailor,54
2022-01-01,Shivkrupa Trailor,47
2022-04-01,Shivkrupa Trailor,43
2022-07-01,Shivkrupa Trailor,4
2022-10-01,Shivkrupa Trailor,25
2023-01-01,Shivkrupa Trailor,9
2023-04-01,Shivkrupa Trailor,3
2023-07-01,Shivkrupa Trailor,15
2023-10-01,Shivkrupa Trailor,9
2024-01-01,Shivkrupa Trailor,6
2024-04-01,Shivkrupa Trailor,8
2019-01-01,Shivraj Automobiles Pvt Ltd,6
2020-01-01,Shivraj Automobiles Pvt Ltd,20
2020-04-01,Shivraj Automobiles Pvt Ltd,1
2019-01-01,Shivraj Trailor,4
2019-04-01,Shivraj Trailor,8
2019-07-01,Shivraj Trailor,2
2019-10-01,Shivraj Trailor,2
2020-01-01,Shivraj Trailor,140
2020-04-01,Shivraj Trailor,5
2020-07-01,Shivraj Trailor,234
2020-10-01,Shivraj Trailor,46
2021-01-01,Shivraj Trailor,128
2021-04-01,Shivraj Trailor,60
2021-07-01,Shivraj Trailor,34
2021-10-01,Shivraj Trailor,97
2022-01-01,Shivraj Trailor,145
2022-04-01,Shivraj Trailor,134
2022-07-01,Shivraj Trailor,100
2022-10-01,Shivraj Trailor,184
2023-01-01,Shivraj Trailor,42
2023-04-01,Shivraj Trailor,45
2023-07-01,Shivraj Trailor,15
2023-10-01,Shivraj Trailor,9
2024-01-01,Shivraj Trailor,32
2019-01-01,Shivshakti Steel Industries Latur,11
2019-04-01,Shivshakti Steel Industries Latur,3
2019-07-01,Shivshakti Steel Industries Latur,7
2019-10-01,Shivshakti Steel Industries Latur,11
2020-01-01,Shivshakti Steel Industries Latur,220
2020-04-01,Shivshakti Steel Industries Latur,3
2020-07-01,Shivshakti Steel Industries Latur,200
2020-10-01,Shivshakti Steel Industries Latur,898
2021-01-01,Shivshakti Steel Industries Latur,146
2021-04-01,Shivshakti Steel Industries Latur,44
2021-07-01,Shivshakti Steel Industries Latur,184
2021-10-01,Shivshakti Steel Industries Latur,76
2022-01-01,Shivshakti Steel Industries Latur,16
2022-04-01,Shivshakti Steel Industries Latur,2
2022-07-01,Shivshakti Steel Industries Latur,116
2022-10-01,Shivshakti Steel Industries Latur,297
2023-01-01,Shivshakti Steel Industries Latur,6
2023-04-01,Shivshakti Steel Industries Latur,6
2024-01-01,Shivshakti Steel Industries Latur,6
2024-04-01,Shivshakti Steel Industries Latur,2
2019-01-01,Shobha Eng Works,3
2019-04-01,Shobha Eng Works,5
2019-07-01,Shobha Eng Works,5
2019-10-01,Shobha Eng Works,1
2020-01-01,Shobha Eng Works,60
2020-07-01,Shobha Eng Works,60
2020-10-01,Shobha Eng Works,59
2021-01-01,Shobha Eng Works,38
2021-04-01,Shobha Eng Works,35
2021-07-01,Shobha Eng Works,26
2021-10-01,Shobha Eng Works,43
2022-01-01,Shobha Eng Works,29
2022-04-01,Shobha Eng Works,20
2022-07-01,Shobha Eng Works,2
2022-10-01,Shobha Eng Works,12
2023-01-01,Shobha Eng Works,12
2023-04-01,Shobha Eng Works,12
2023-07-01,Shobha Eng Works,3
2023-10-01,Shobha Eng Works,15
2024-01-01,Shobha Eng Works,20
2024-04-01,Shobha Eng Works,10
2022-07-01,Shree Amee Const Equp,6
2022-10-01,Shree Amee Const Equp,6
2023-01-01,Shree Amee Const Equp,3
2022-04-01,Shree Baba Engineering Works,10
2022-10-01,Shree Balaji Engineering Work Shop,5
2023-01-01,Shree Balaji Engineering Work Shop,21
2023-04-01,Shree Balaji Engineering Work Shop,12
2023-07-01,Shree Balaji Engineering Work Shop,24
2023-10-01,Shree Balaji Engineering Work Shop,24
2024-01-01,Shree Balaji Engineering Work Shop,14
2022-07-01,Shree Cars Pvt. Ltd,7
2022-04-01,Shree Durga Fabrication Company,6
2024-01-01,Shree Durga Fabrication Company,2
2021-01-01,Shree Gowriamman Industries,21
2021-04-01,Shree Gowriamman Industries,1
2023-07-01,Shree Jagdamba Trolly,4
2019-01-01,Shree Jalaram Agri,1
2019-10-01,Shree Jalaram Agri,1
2020-07-01,Shree Jalaram Agri,20
2021-01-01,Shree Jalaram Agri,15
2021-04-01,Shree Jalaram Agri,6
2022-01-01,Shree Jalaram Agri,12
2019-01-01,Shree Krishna Agro Industries,6
2019-04-01,Shree Krishna Agro Industries,9
2019-07-01,Shree Krishna Agro Industries,6
2019-10-01,Shree Krishna Agro Industries,10
2020-01-01,Shree Krishna Agro Industries,100
2020-04-01,Shree Krishna Agro Industries,1
2020-07-01,Shree Krishna Agro Industries,40
2021-01-01,Shree Krishna Agro Industries,17
2021-04-01,Shree Krishna Agro Industries,6
2021-07-01,Shree Krishna Agro Industries,10
2021-10-01,Shree Krishna Agro Industries,6
2022-07-01,Shree Krishna Agro Industries,4
2024-01-01,Shree Marut E-Agrotech Pvt Ltd,2
2019-01-01,Shree Maruti Nandan Businesss (P) Ltd,9
2019-04-01,Shree Maruti Nandan Businesss (P) Ltd,11
2019-07-01,Shree Maruti Nandan Businesss (P) Ltd,34
2019-10-01,Shree Maruti Nandan Businesss (P) Ltd,15
2020-01-01,Shree Maruti Nandan Businesss (P) Ltd,160
2020-04-01,Shree Maruti Nandan Businesss (P) Ltd,24
2020-07-01,Shree Maruti Nandan Businesss (P) Ltd,39
2020-10-01,Shree Maruti Nandan Businesss (P) Ltd,58
2021-01-01,Shree Maruti Nandan Businesss (P) Ltd,46
2021-04-01,Shree Maruti Nandan Businesss (P) Ltd,14
2021-07-01,Shree Maruti Nandan Businesss (P) Ltd,28
2021-10-01,Shree Maruti Nandan Businesss (P) Ltd,38
2022-01-01,Shree Maruti Nandan Businesss (P) Ltd,76
2022-04-01,Shree Maruti Nandan Businesss (P) Ltd,250
2022-07-01,Shree Maruti Nandan Businesss (P) Ltd,330
2022-10-01,Shree Maruti Nandan Businesss (P) Ltd,442
2023-01-01,Shree Maruti Nandan Businesss (P) Ltd,234
2023-04-01,Shree Maruti Nandan Businesss (P) Ltd,255
2023-07-01,Shree Maruti Nandan Businesss (P) Ltd,225
2023-10-01,Shree Maruti Nandan Businesss (P) Ltd,210
2024-01-01,Shree Maruti Nandan Businesss (P) Ltd,115
2024-04-01,Shree Maruti Nandan Businesss (P) Ltd,38
2020-01-01,Shree Momai Trailer,20
2020-07-01,Shree Momai Trailer,39
2021-01-01,Shree Momai Trailer,37
2021-04-01,Shree Momai Trailer,12
2021-07-01,Shree Momai Trailer,4
2022-01-01,Shree Momai Trailer,5
2022-04-01,Shree Momai Trailer,7
2022-07-01,Shree Momai Trailer,2
2019-01-01,Shree Narayan Equipments Pvt Ltd,1
2019-04-01,Shree Narayan Equipments Pvt Ltd,4
2020-07-01,Shree Narayan Equipments Pvt Ltd,20
2021-01-01,Shree Narayan Equipments Pvt Ltd,13
2021-04-01,Shree Narayan Equipments Pvt Ltd,5
2021-10-01,Shree Narayan Equipments Pvt Ltd,31
2020-01-01,Shree Sai Agro Engineering Works,20
2021-01-01,Shree Sai Agro Engineering Works,52
2021-04-01,Shree Sai Agro Engineering Works,46
2021-07-01,Shree Sai Agro Engineering Works,42
2021-10-01,Shree Sai Agro Engineering Works,130
2022-01-01,Shree Sai Agro Engineering Works,124
2022-04-01,Shree Sai Agro Engineering Works,121
2022-07-01,Shree Sai Agro Engineering Works,106
2022-10-01,Shree Sai Agro Engineering Works,94
2023-01-01,Shree Sai Agro Engineering Works,48
2023-04-01,Shree Sai Agro Engineering Works,24
2023-07-01,Shree Sai Agro Engineering Works,54
2023-10-01,Shree Sai Agro Engineering Works,66
2024-01-01,Shree Sai Agro Engineering Works,26
2024-04-01,Shree Sai Agro Engineering Works,16
2019-01-01,Shree Shakti Agro India,2
2019-04-01,Shree Shakti Agro India,1
2019-07-01,Shree Shakti Agro India,1
2019-10-01,Shree Shakti Agro India,1
2020-01-01,Shree Shakti Agro India,20
2020-04-01,Shree Shakti Agro India,41
2020-07-01,Shree Shakti Agro India,2
2020-10-01,Shree Shakti Agro India,96
2021-01-01,Shree Shakti Agro India,77
2021-04-01,Shree Shakti Agro India,6
2021-07-01,Shree Shakti Agro India,12
2022-07-01,Shree Shakti Agro India,6
2020-01-01,Shree Shakti Auto Ind,20
2021-01-01,Shree Shakti Auto Ind,8
2021-04-01,Shree Shakti Auto Ind,8
2022-01-01,Shree Shakti Auto Ind,6
2019-04-01,Shree Shakti Auto Industries,1
2020-01-01,Shree Shakti Auto Industries,20
2020-04-01,Shree Shakti Auto Industries,1
2019-01-01,Shree Shyam Agrotech,7
2019-04-01,Shree Shyam Agrotech,2
2019-07-01,Shree Shyam Agrotech,35
2019-10-01,Shree Shyam Agrotech,19
2020-01-01,Shree Shyam Agrotech,237
2020-04-01,Shree Shyam Agrotech,2
2020-07-01,Shree Shyam Agrotech,324
2020-10-01,Shree Shyam Agrotech,41
2021-01-01,Shree Shyam Agrotech,62
2021-07-01,Shree Shyam Agrotech,208
2021-10-01,Shree Shyam Agrotech,16
2019-01-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,1
2019-04-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,1
2019-07-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,1
2020-01-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,20
2020-04-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,40
2022-01-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,5
2022-04-01,Shree Siridi Sai Mineral & Exports Pvt. Ltd,1
2020-01-01,Shreevari Energy Systems Pvt. Ltd,40
2020-04-01,Shreevari Energy Systems Pvt. Ltd,261
2020-07-01,Shreevari Energy Systems Pvt. Ltd,8
2021-01-01,Shreevari Energy Systems Pvt. Ltd,69
2021-04-01,Shreevari Energy Systems Pvt. Ltd,9
2019-07-01,Shreya Engineers,2
2019-10-01,Shreya Engineers,12
2020-01-01,Shreya Engineers,40
2020-07-01,Shreya Engineers,57
2020-10-01,Shreya Engineers,152
2021-01-01,Shreya Engineers,147
2021-04-01,Shreya Engineers,68
2021-07-01,Shreya Engineers,50
2021-10-01,Shreya Engineers,51
2022-01-01,Shreya Engineers,50
2022-04-01,Shreya Engineers,13
2022-07-01,Shreya Engineers,2
2022-10-01,Shreya Engineers,17
2023-07-01,Shreya Engineers,18
2023-10-01,Shreya Engineers,9
2024-01-01,Shreya Engineers,4
2024-04-01,Shreya Engineers,2
2019-01-01,Shri A V P Motors,1
2019-07-01,Shri A V P Motors,1
2019-01-01,Shri Avp Engineering Work,3
2019-04-01,Shri Avp Engineering Work,4
2019-07-01,Shri Avp Engineering Work,4
2019-10-01,Shri Avp Engineering Work,10
2020-01-01,Shri Avp Engineering Work,95
2020-04-01,Shri Avp Engineering Work,41
2020-07-01,Shri Avp Engineering Work,82
2020-10-01,Shri Avp Engineering Work,42
2021-01-01,Shri Avp Engineering Work,59
2021-04-01,Shri Avp Engineering Work,8
2021-07-01,Shri Avp Engineering Work,28
2021-10-01,Shri Avp Engineering Work,19
2022-01-01,Shri Avp Engineering Work,6
2022-04-01,Shri Avp Engineering Work,17
2022-10-01,Shri Avp Engineering Work,10
2023-01-01,Shri Avp Engineering Work,2
2023-10-01,Shri Avp Engineering Work,9
2024-01-01,Shri Avp Engineering Work,3
2019-01-01,Shri Balaji Agro Industries,1
2020-01-01,Shri Balaji Agro Industries,20
2020-04-01,Shri Balaji Agro Industries,1
2021-01-01,Shri Balaji Agro Industries,1
2021-04-01,Shri Balaji Agro Industries,8
2020-01-01,Shri Balaji Engineering Works,20
2019-01-01,Shri Balaji Enterprises,50
2019-04-01,Shri Balaji Enterprises,21
2019-07-01,Shri Balaji Enterprises,12
2019-10-01,Shri Balaji Enterprises,2
2020-01-01,Shri Balaji Enterprises,20
2020-04-01,Shri Balaji Enterprises,1
2021-01-01,Shri Balaji Enterprises,7
2021-04-01,Shri Balaji Enterprises,1
2019-01-01,Shri Barsana E-Vehicles Pvt Ltd,163
2019-04-01,Shri Barsana E-Vehicles Pvt Ltd,178
2019-07-01,Shri Barsana E-Vehicles Pvt Ltd,191
2019-10-01,Shri Barsana E-Vehicles Pvt Ltd,248
2020-01-01,Shri Barsana E-Vehicles Pvt Ltd,4482
2020-04-01,Shri Barsana E-Vehicles Pvt Ltd,575
2020-07-01,Shri Barsana E-Vehicles Pvt Ltd,1685
2020-10-01,Shri Barsana E-Vehicles Pvt Ltd,1965
2021-01-01,Shri Barsana E-Vehicles Pvt Ltd,1575
2021-04-01,Shri Barsana E-Vehicles Pvt Ltd,467
2021-07-01,Shri Barsana E-Vehicles Pvt Ltd,1053
2021-10-01,Shri Barsana E-Vehicles Pvt Ltd,1345
2022-01-01,Shri Barsana E-Vehicles Pvt Ltd,1560
2022-04-01,Shri Barsana E-Vehicles Pvt Ltd,1637
2022-07-01,Shri Barsana E-Vehicles Pvt Ltd,2854
2022-10-01,Shri Barsana E-Vehicles Pvt Ltd,3330
2023-01-01,Shri Barsana E-Vehicles Pvt Ltd,1958
2023-04-01,Shri Barsana E-Vehicles Pvt Ltd,2447
2023-07-01,Shri Barsana E-Vehicles Pvt Ltd,3621
2023-10-01,Shri Barsana E-Vehicles Pvt Ltd,4269
2024-01-01,Shri Barsana E-Vehicles Pvt Ltd,2755
2024-04-01,Shri Barsana E-Vehicles Pvt Ltd,1697
2019-01-01,Shri Chinnamman Engg. Works,1
2019-04-01,Shri Datta Agro Industries,8
2019-07-01,Shri Datta Agro Industries,1
2020-01-01,Shri Datta Agro Industries,20
2021-01-01,Shri Datta Agro Industries,49
2021-04-01,Shri Datta Agro Industries,7
2021-07-01,Shri Datta Agro Industries,72
2021-10-01,Shri Datta Agro Industries,14
2022-01-01,Shri Datta Agro Industries,5
2022-04-01,Shri Datta Agro Industries,6
2022-10-01,Shri Datta Agro Industries,10
2023-04-01,Shri Datta Agro Industries,6
2023-07-01,Shri Datta Agro Industries,3
2023-10-01,Shri Datta Agro Industries,6
2024-01-01,Shri Datta Agro Industries,10
2024-04-01,Shri Datta Agro Industries,22
2019-07-01,"Shri Dattakrupa Engineering Works, Baramati",1
2020-07-01,"Shri Dattakrupa Engineering Works, Baramati",40
2020-10-01,"Shri Dattakrupa Engineering Works, Baramati",2
2023-10-01,"Shri Dattakrupa Engineering Works, Baramati",3
2019-01-01,Shri Devika Trailers,1
2024-04-01,Shri Durga Equipment,2
2020-10-01,Shri Engineering Works,19
2021-01-01,Shri Engineering Works,29
2021-04-01,Shri Engineering Works,1
2021-07-01,Shri Engineering Works,8
2022-10-01,Shri Engineering Works,10
2019-07-01,Shri Gajalaxmi Engg Works,1
2019-10-01,Shri Gajalaxmi Engg Works,5
2020-01-01,Shri Gajalaxmi Engg Works,76
2020-07-01,Shri Gajalaxmi Engg Works,79
2020-10-01,Shri Gajalaxmi Engg Works,58
2021-01-01,Shri Gajalaxmi Engg Works,23
2021-04-01,Shri Gajalaxmi Engg Works,7
2021-07-01,Shri Gajalaxmi Engg Works,4
2021-10-01,Shri Gajalaxmi Engg Works,7
2022-01-01,Shri Gajalaxmi Engg Works,5
2022-04-01,Shri Gajalaxmi Engg Works,17
2022-07-01,Shri Gajalaxmi Engg Works,14
2023-01-01,Shri Gajalaxmi Engg Works,6
2023-04-01,Shri Gajalaxmi Engg Works,6
2023-07-01,Shri Gajalaxmi Engg Works,3
2019-01-01,Shri Ganesh Enginerring Works,23
2019-04-01,Shri Ganesh Enginerring Works,16
2019-07-01,Shri Ganesh Enginerring Works,17
2019-10-01,Shri Ganesh Enginerring Works,26
2020-01-01,Shri Ganesh Enginerring Works,200
2020-04-01,Shri Ganesh Enginerring Works,64
2020-07-01,Shri Ganesh Enginerring Works,79
2020-10-01,Shri Ganesh Enginerring Works,59
2021-01-01,Shri Ganesh Enginerring Works,122
2021-04-01,Shri Ganesh Enginerring Works,33
2021-07-01,Shri Ganesh Enginerring Works,72
2021-10-01,Shri Ganesh Enginerring Works,30
2022-01-01,Shri Ganesh Enginerring Works,38
2022-04-01,Shri Ganesh Enginerring Works,31
2022-07-01,Shri Ganesh Enginerring Works,74
2022-10-01,Shri Ganesh Enginerring Works,118
2023-01-01,Shri Ganesh Enginerring Works,42
2023-04-01,Shri Ganesh Enginerring Works,54
2023-07-01,Shri Ganesh Enginerring Works,69
2023-10-01,Shri Ganesh Enginerring Works,39
2024-01-01,Shri Ganesh Enginerring Works,78
2024-04-01,Shri Ganesh Enginerring Works,16
2019-01-01,Shri Hari Auto,1
2019-10-01,Shri Hari Auto,5
2021-01-01,Shri Hari Auto,1
2021-10-01,Shri Hari Auto,6
2020-01-01,Shri Kalika Agriculture Equipment,20
2020-04-01,Shri Kalika Agriculture Equipment,1
2020-07-01,Shri Kalika Agriculture Equipment,20
2020-10-01,Shri Kalika Agriculture Equipment,21
2021-01-01,Shri Kalika Agriculture Equipment,22
2021-04-01,Shri Kalika Agriculture Equipment,1
2021-07-01,Shri Kalika Agriculture Equipment,4
2022-01-01,Shri Kalika Agriculture Equipment,7
2019-01-01,Shri Krishna Industries,1
2022-10-01,Shri Krishna Industries,5
2019-01-01,Shri Kumar Trailers Equipments,22
2019-04-01,Shri Kumar Trailers Equipments,11
2019-01-01,Shri Laxmi Engineering Works,3
2019-04-01,Shri Laxmi Engineering Works,9
2019-07-01,Shri Laxmi Engineering Works,3
2019-10-01,Shri Laxmi Engineering Works,1
2020-01-01,Shri Laxmi Engineering Works,59
2020-04-01,Shri Laxmi Engineering Works,21
2020-07-01,Shri Laxmi Engineering Works,20
2020-10-01,Shri Laxmi Engineering Works,38
2021-01-01,Shri Laxmi Engineering Works,3
2021-04-01,Shri Laxmi Engineering Works,12
2021-07-01,Shri Laxmi Engineering Works,4
2021-10-01,Shri Laxmi Engineering Works,6
2022-01-01,Shri Laxmi Engineering Works,12
2022-04-01,Shri Laxmi Engineering Works,7
2022-10-01,Shri Laxmi Engineering Works,4
2019-01-01,Shri Mahalaxmi Agro Ind,23
2019-04-01,Shri Mahalaxmi Agro Ind,11
2019-07-01,Shri Mahalaxmi Agro Ind,13
2019-10-01,Shri Mahalaxmi Agro Ind,10
2020-01-01,Shri Mahalaxmi Agro Ind,220
2020-04-01,Shri Mahalaxmi Agro Ind,67
2020-07-01,Shri Mahalaxmi Agro Ind,260
2020-10-01,Shri Mahalaxmi Agro Ind,529
2021-01-01,Shri Mahalaxmi Agro Ind,158
2021-04-01,Shri Mahalaxmi Agro Ind,39
2021-07-01,Shri Mahalaxmi Agro Ind,40
2021-10-01,Shri Mahalaxmi Agro Ind,65
2022-01-01,Shri Mahalaxmi Agro Ind,26
2022-04-01,Shri Mahalaxmi Agro Ind,10
2022-07-01,Shri Mahalaxmi Agro Ind,2
2022-10-01,Shri Mahalaxmi Agro Ind,13
2023-01-01,Shri Mahalaxmi Agro Ind,15
2023-04-01,Shri Mahalaxmi Agro Ind,12
2023-10-01,Shri Mahalaxmi Agro Ind,3
2024-01-01,Shri Mahalaxmi Agro Ind,12
2019-01-01,Shri Maruti Engineering Works,1
2019-01-01,Shri Namo Electric Automotive,62
2019-04-01,Shri Namo Electric Automotive,37
2019-07-01,Shri Namo Electric Automotive,73
2019-10-01,Shri Namo Electric Automotive,92
2020-01-01,Shri Namo Electric Automotive,1560
2020-04-01,Shri Namo Electric Automotive,255
2020-07-01,Shri Namo Electric Automotive,594
2020-10-01,Shri Namo Electric Automotive,967
2021-01-01,Shri Namo Electric Automotive,587
2021-04-01,Shri Namo Electric Automotive,152
2021-07-01,Shri Namo Electric Automotive,294
2021-10-01,Shri Namo Electric Automotive,440
2022-01-01,Shri Namo Electric Automotive,337
2022-04-01,Shri Namo Electric Automotive,327
2022-07-01,Shri Namo Electric Automotive,524
2022-10-01,Shri Namo Electric Automotive,427
2023-01-01,Shri Namo Electric Automotive,455
2023-04-01,Shri Namo Electric Automotive,459
